0.05,0.10,0.20,0.50,1.00
267.00,29.00,49.00,32.00,9.00
3.00,3.00,50.00,24.00,18.00
175.00,45.00,47.00,9.00,15.00
287.00,41.00,47.00,3.00,13.00
2.00,2.00,27.00,28.00,1.00
1.00,1.00,17.00,11.00,7.00
2.00,418.00,76.00,6.00,4.00
3.00,79.00,48.00,23.00,1.00
1.00,2.00,86.00,1.00,7.00
117.00,71.00,13.00,2.00,25.00
85.80,69.10,46.00,13.90,10.00
