0.05,0.10,0.20,0.50,1.00
1.00,120.00,87.00,3.00,38.00
2.00,1009.00,183.00,8.00,1.00
1232.00,1181.00,3.00,22.00,2.00
1.00,500.00,80.00,37.00,1.00
1.00,515.00,172.00,58.00,18.00
1.00,1.00,53.00,2.00,26.00
1790.00,6.00,85.00,1.00,110.00
1.00,594.00,218.00,37.00,1.00
5.00,722.00,2.00,2.00,51.00
1489.00,1622.00,172.00,8.00,15.00
452.30,627.00,105.50,17.80,26.30
