0.00,0.10,0.15,0.20
1.00,40.00,11.00,7.00
2.00,102.00,30.00,77.00
3.00,140.00,50.00,34.00
4.00,76.00,43.00,11.00
5.00,62.00,48.00,43.00
6.00,186.00,84.00,55.00
7.00,30.00,61.00,17.00
8.00,93.00,71.00,61.00
9.00,23.00,79.00,86.00
10.00,28.00,56.00,9.00
11.00,78.00,53.30,40.00
