0.00,0.10,0.15,0.20
1.00,0.25,0.25,1.00
2.00,0.75,0.50,0.25
3.00,0.50,0.75,0.75
4.00,1.00,0.50,0.75
5.00,0.75,0.75,1.00
6.00,0.25,0.75,0.00
7.00,0.50,1.00,0.50
8.00,0.25,0.50,1.00
9.00,0.25,0.25,1.00
10.00,0.50,0.00,0.00
11.00,0.50,0.53,0.62
