0.05,0.10,0.20,0.50,1.00
1394.00,267.00,83.00,6.00,22.00
1508.00,681.00,30.00,1.00,3.00
1.00,121.00,28.00,18.00,2.00
9.00,582.00,116.00,53.00,1.00
1197.00,351.00,294.00,1.00,30.00
683.00,678.00,139.00,6.00,6.00
3.00,289.00,35.00,10.00,2.00
162.00,1.00,2.00,38.00,3.00
86.00,4.00,92.00,21.00,15.00
46.00,77.00,89.00,1.00,3.00
508.90,305.10,90.80,15.50,8.70
